,SymbolsA,EntrezsA,logFC,AveExpr,t,P.Value,adj.P.Val,B,logFC validation,A,L,GSM26878.CEL,GSM26883.CEL,GSM26887.CEL,GSM26903.CEL,GSM26910.CEL,GSM26879.CEL,GSM26896.CEL,GSM26897.CEL,GSM26907.CEL,GSM26911.CEL
221230_s_at,NA,NA,-1.1061751352384,9.93535832302575,-4.63146979133461,0.000226612872507162,0.0351320768908759,0.72920551719051,-1.1061751352384,9.38657473629578,10.4927498715342,10.0051256713575,9.05616995393621,9.86070339762964,9.04691793089048,8.96395672766511,10.8036652697266,10.4884852009753,10.6866491862648,10.1806469277376,10.3043027729665
205379_at,NA,NA,1.38162398891031,9.1447479359199,4.61075391976595,0.000236951898322053,0.0358819611434498,0.687319096842065,1.38162398891031,9.7585238457541,8.37689985684379,10.2320051717143,9.74208306468395,9.51965082137734,10.2416547281802,9.05722544281468,8.30718329968836,8.57151912169237,8.02411790198815,8.33026286381869,8.6514160970314
209366_x_at,NA,NA,1.18504909050076,11.4722190907876,4.60737612732409,0.000238682668359977,0.0358819611434498,0.680486034904267,1.18504909050076,12.3827962275464,11.1977471370457,12.9061466476199,12.0076432402286,12.0331876434612,12.578765273804,12.3882383326185,11.3033793887619,11.2892413897584,10.9782533515516,11.1241174617892,11.2937440933674
203741_s_at,NA,NA,-1.07783994377827,7.45106385987192,-4.58285206099096,0.000251640536331868,0.0366617637815269,0.630847795932696,-1.07783994377827,6.60962107175275,7.68746101553102,6.85465635430145,6.73005653225147,6.84208265147244,6.52949739377659,6.09181242696179,7.99314922979074,7.91431241657775,7.4288543981609,7.75917555217737,7.34181348094832
57715_at,NA,NA,-0.888483929385198,8.31567701794418,-4.57927505333862,0.000253589442289934,0.0366617637815269,0.623603703435944,-0.888483929385199,7.82206843137948,8.71055236076468,8.02752451785725,7.61548287799461,7.76472463825267,7.73653174858418,7.96607837420869,8.76995922417811,8.8174428894599,8.46042734584955,8.79819636146987,8.70673598286598
205029_s_at,NA,NA,5.78065265278811,7.65656727234072,4.57678566689364,0.000254954817670365,0.0366617637815269,0.618561647235199,5.78065265278811,10.4242440190237,4.64359136623554,10.2596889213157,4.83899286140824,12.1836831260126,12.4727914619434,12.3660637244384,4.36299300208562,5.16514224988581,4.59086150150807,4.47625461168378,4.62270546601442
204942_s_at,NA,NA,2.14748938377692,9.30924952152222,4.5681183248337,0.000259767264635282,0.0367656221614288,0.601002840849663,2.14748938377692,11.287025417125,9.13953603334809,10.3712479093912,10.7271425795206,11.4537359684507,12.1759301992134,11.7070704290491,10.667720064886,8.84685916789139,9.35389819216995,8.35075819485838,8.47844454693478
202854_at,NA,NA,-1.13616088846615,10.1376019526489,-4.55738670610684,0.00026585408366858,0.0367656221614288,0.579254017859413,-1.13616088846615,9.11971341543394,10.2558743039001,9.14969411460223,8.43324215891412,9.60786686485772,9.64115552290204,8.76660841589359,10.4377528111043,9.65766358329504,10.1005601310473,10.584454284584,10.4989407094699
205401_at,NA,NA,-1.14365702411902,7.46554751960321,-4.55575276469949,0.000266793468617504,0.0367656221614288,0.575941875132667,-1.14365702411902,6.56475267179207,7.70840969591109,6.3875386685246,6.88624863951507,6.44926394427421,6.75830331973335,6.34240878691311,8.05263885337466,7.22164368776085,8.11703496001969,8.00138217713393,7.14934880126632
221489_s_at,NA,NA,1.07493017948274,9.29329204513952,4.53983130117231,0.000276125540058006,0.0371592646469282,0.543657028189712,1.07493017948274,10.0187682052885,8.94383802580572,10.1191979982677,9.80997416984205,9.5434779235941,10.7723165456204,9.84887438911803,9.13769392948112,8.70796763052625,8.89055978673689,9.00179932055454,8.98116946172982
208872_s_at,NA,NA,1.49214795474221,10.5007537175108,4.53590743078489,0.000278475971720256,0.0371592646469282,0.535697436687582,1.49214795474221,11.5353258452155,10.0431778904732,11.8659212971943,11.1722053889809,11.117570210657,12.4532543886081,11.0676779406369,10.4862055712343,9.42854563220114,10.6457506999053,10.0267633795365,9.62862416948897
218224_at,NA,NA,-1.26973378612852,9.73103862296969,-4.52983520104757,0.000282153433348343,0.0371592646469282,0.523377620896879,-1.26973378612852,9.09359890342017,10.3633326895487,9.52531642173766,8.82903654660591,10.044399551379,8.76433214391904,8.30490985345923,10.1318171629865,10.6179671083957,10.4461750035515,10.5796941427869,10.0410100300228
219001_s_at,NA,NA,-1.02670685115859,7.57747947020674,-4.52579017420924,0.000284630529446335,0.0371592646469282,0.5151692344312,-1.02670685115859,7.09223390310546,8.11894075426405,7.1771662171319,6.95170170939251,6.8318607879825,7.2692341904752,7.23120661054519,8.19368609561253,8.67516792892788,8.30384647407974,7.81495363632446,7.60704963637561
219104_at,NA,NA,1.26542317384356,8.12736650645429,4.49746519902307,0.000302606616775457,0.038444767169675,0.457657199089474,1.26542317384355,8.93409365438986,7.66867048054631,9.10554503918573,7.66033463161524,9.24489604092435,9.66587893132753,8.99381362889646,7.96873345602605,7.51931184553712,7.38444796613667,7.76208884788443,7.70877028714727
205197_s_at,NA,NA,1.11423644052308,7.85394495354771,4.4953953110206,0.000303964615956989,0.038444767169675,0.453452163110264,1.11423644052308,8.58052935202277,7.46629291149969,8.22266216247804,7.77084768595945,8.72056025760402,9.06619343949301,9.12238321457932,7.27196907663507,7.12937180852943,7.65716786597686,7.42766654390429,7.84528926245279
