,SymbolsA,EntrezsA,logFC,AveExpr,t,P.Value,adj.P.Val,B,logFC validation,B,L,GSM26888.CEL,GSM26889.CEL,GSM26892.CEL,GSM26898.CEL,GSM26906.CEL,GSM26879.CEL,GSM26896.CEL,GSM26897.CEL,GSM26907.CEL,GSM26911.CEL
200670_at,NA,7494,-2.27392213449323,10.8853569818718,-7.82756480451135,4.26345340480286e-07,0.000325399882172723,6.593107264978,-2.27392213449322,9.51547477036145,11.7893969048547,9.42507842276157,9.18312431540641,9.54788041556423,9.36273036366413,10.0585603344109,11.5172831865245,11.4722219295148,12.0191301586258,11.3045228548427,12.6338263947654
218963_s_at,NA,25984,3.24291960820412,7.56668831286299,7.40624640061804,9.02748129452952e-07,0.00060417082342329,5.90429667692345,3.24291960820412,9.51139921031923,6.26847960211512,10.6426683365873,10.1752160648299,8.72097375155576,9.96905559404762,8.04908230457557,6.16981202820053,6.32986166771838,6.47338326925887,6.04398481939333,6.32535622600447
219197_s_at,NA,57758,-1.64979582741657,8.01480201696556,-7.36579579266701,9.71377783292921e-07,0.00060417082342329,5.83671275630877,-1.64979582741657,7.41980931700791,9.06960514442449,7.82149511578741,7.25032237303058,7.28169382461339,7.64014634353618,7.10538892807202,9.67107048845489,8.80684186986679,8.7575610896488,9.34478569799312,8.76776657615883
209602_s_at,NA,2625,-4.09395383185628,8.7143364753511,-7.36415556832344,9.74272644101253e-07,0.00060417082342329,5.83396691889473,-4.09395383185627,6.79735685372269,10.891310685579,5.42761913654328,7.98722442195407,7.87025970213349,4.89525966202734,7.80642134595526,11.2981906324747,10.7209037763664,10.8108663441493,10.7617818776044,10.8648107973
207039_at,NA,1029,2.48321397194901,7.34381046836941,7.23900153227992,1.22392360907982e-06,0.000651863396250233,5.62321112408064,2.48321397194901,9.07438960498468,6.59117563303567,7.80993722348562,8.95161285385475,10.2700324424823,8.76541288130674,9.574952623794,6.66432159695731,6.35523762316963,7.12629283738842,6.45200828260686,6.3580178250561
209459_s_at,NA,18,-3.32539904416104,6.81467956844106,-7.23586005041628,1.23098558114601e-06,0.000651863396250233,5.61788943731481,-3.32539904416104,5.21108081654889,8.53647986070993,5.41463333272155,5.377965413068,4.75666095366594,4.64407918298429,5.86206520030466,9.54915988542064,9.465431443425,7.58896807805473,7.61130900080767,8.46753089584161
219956_at,NA,11226,-2.06797731040126,7.95526987196593,-7.20202995737555,1.30977672644007e-06,0.000651863396250233,5.56048318333362,-2.06797731040126,6.82469138937825,8.89266869977951,6.6985400774643,6.71162075280641,7.18185238957771,6.68479371364639,6.84665001339646,8.61963448086443,8.10514702008484,9.514138843102,8.63372250837705,9.59070064646925
215034_s_at,NA,4071,2.40062605285096,9.71092026764562,7.20028689637619,1.31397580376987e-06,0.000651863396250233,5.55752053064116,2.40062605285096,11.2090975227558,8.80847146990488,10.4345641186282,11.807911477249,11.6812504386938,11.4383072833405,10.6834542958676,8.20240103479585,9.58332861256259,8.93470247413699,8.30082877934312,9.02109644868583
203637_s_at,NA,4281,2.57308502389812,7.5295201543422,6.56285304309047,4.35477300366582e-06,0.00205752655916058,4.44220511541142,2.57308502389811,9.16256574082479,6.58948071692668,10.3495272256001,10.113144014062,8.37120859738232,7.99255360490002,8.98639526217947,6.31120937350501,7.37871662327005,6.5541300338696,6.49804451894807,6.20530303504064
218847_at,NA,10644,1.28197039126263,7.03004895548763,6.52809301660933,4.65621232278332e-06,0.00209995175757528,4.37956504455324,1.28197039126263,7.94562104082888,6.66365064956625,7.35671285154895,8.22628676636185,8.24020555578863,7.89070399903255,8.01419603141242,6.48525690050177,6.91935572980065,6.57133655284652,6.52037927199084,6.82192479269147
209387_s_at,NA,4071,2.18748298868018,9.27626220627227,6.50432088702435,4.87475377172365e-06,0.00210292638795835,4.33661846245865,2.18748298868018,10.6560509926688,8.46856800398858,9.81158615498113,11.4042868939581,10.9852170354781,10.9320799097398,10.1470849691868,7.7802171989608,9.06587619421585,8.76034066228188,8.09195226791327,8.64445369657111
212446_s_at,NA,253782,-1.44473154474029,7.98520804485289,-6.40137268346878,5.95117007677282e-06,0.00236639906824619,4.14962835749999,-1.44473154474029,7.02321317852419,8.46794472326448,7.03271469266981,7.16259812288085,7.16930280939931,7.08757615726322,6.66387411040776,8.14707407931515,8.22270001724609,8.93571655097484,8.89919909848395,8.13503387030237
212442_s_at,NA,253782,-1.41653352281062,9.56910493942887,-6.38364588701495,6.16006865603397e-06,0.00236639906824619,4.11726608137891,-1.41653352281062,8.62988366437043,10.0464171871811,8.37190221028701,8.67453556207382,9.01656168393948,8.74899379681082,8.33742506874104,9.76177510141581,9.75312634993363,10.1303698373937,10.512527196366,10.0742874507962
204061_at,NA,5613,1.35863957246786,7.68545651806165,6.35266309271943,6.54360902954852e-06,0.00236639906824619,4.06058807752555,1.35863957246786,8.72765813183213,7.36901855936427,8.72592717516333,9.1933028493355,8.9851658613926,8.32754096539268,8.40635380787655,7.1604717206658,7.69370346921223,6.9415706369413,7.28833480171233,7.76101216828971
213110_s_at,NA,1287,-2.63765476492438,8.18648624360284,-6.34781340953106,6.60584610003709e-06,0.00236639906824619,4.05170309825953,-2.63765476492438,6.7110659023228,9.34872066724718,6.10245567240279,6.28039203718507,7.04951213968976,7.94220689791343,6.18076276442295,8.16007009888366,8.55640174531429,10.0034152119974,10.3013880649924,9.72232821504819
212771_at,NA,221061,1.50709003179418,8.50302574693328,6.34224940164106,6.67800583661493e-06,0.00236639906824619,4.04150500375717,1.50709003179418,9.48915625992853,7.98206622813436,9.04090481186271,9.75532177472686,10.0474829883175,9.36165160420849,9.24042012052706,7.67852900065815,8.34894214763646,7.90296153532063,7.87139801210745,8.10850044494909
210652_s_at,NA,22996,-2.58128198861867,8.02049305161077,-6.29720660497,7.29306840732316e-06,0.0024952353357745,3.95877389324394,-2.58128198861867,6.53695809105357,9.11824007967224,7.20399866873148,6.62126295018459,6.20190167251479,6.86518423004872,5.79244293378826,8.8510301048893,9.78759335973947,8.9126548990584,8.44189417082427,9.59802786384976
209460_at,NA,18,-2.80830285480632,7.36673537745399,-6.20979657208221,8.65968759492574e-06,0.00286404734389511,3.79734792199858,-2.80830285480632,5.96566489485954,8.77396774966586,6.48523058322951,6.01910584406385,5.50940899569798,5.23246856885628,6.58211048245004,9.93147387385928,9.66431246883915,7.76837515800416,7.71061635411624,8.79506089351044
202345_s_at,NA,2171,2.6972213818901,9.35852321286732,6.16247887673389,9.50750177716706e-06,0.00304301395590489,3.70948254842657,2.6972213818901,11.3223085426142,8.62508716072414,10.7835839784726,11.3068766561194,12.3077466936178,9.91109561860261,12.3022397662588,8.88744619936299,8.58687316999072,9.34110526892023,8.88744619936299,7.42256496598376
203453_at,NA,6337,-2.68877379744142,8.96255299025017,-6.10464339550696,1.0661620057395e-05,0.00330576856904603,3.60163115158239,-2.68877379744142,7.45573602827282,10.1445098257142,7.06013693311301,8.73836222455994,7.38344692933155,6.77746008765245,7.31927396670715,9.36699395354533,9.73793889661079,11.2341998412339,10.5245950833921,9.85882135378911
204623_at,NA,7033,-4.54090693364604,9.74534727047231,-6.04165777308265,1.20845349080628e-05,0.00363341682902421,3.48360992562342,-4.54090693364604,7.57433631384891,12.115243247495,7.71886481606508,7.7414173237655,7.52319859879469,7.3765382540867,7.5116625765326,11.6347059153155,10.5831201599266,13.8522774503918,12.3618912851939,12.144221426647
203797_at,NA,7447,2.15249207902363,9.20977858683638,5.98005701850349,1.36665935454631e-05,0.00398823356347309,3.36761754832507,2.15249207902363,10.6495192121661,8.49702713314247,10.2964199823107,11.2715067015877,9.20223545120132,11.8590049441925,10.6184289815383,8.36594590362068,8.7538580964039,8.71991607262201,8.2443908297297,8.40102476333605
212554_at,NA,10486,-1.35800764790885,7.86548530492213,-5.74513937990208,2.19476871613828e-05,0.00606492197532961,2.92023132012295,-1.35800764790886,7.35723209655123,8.71523974446009,7.4827344673322,7.15525602686326,7.41000492605779,7.41858509032731,7.3195799721756,8.73832347710677,9.47392361243748,8.08005248991824,8.30044511574853,8.98345402708941
203636_at,NA,4281,2.01182495470704,7.66323858615056,5.74384766108953,2.20053609264126e-05,0.00606492197532961,2.91774961585586,2.01182495470705,8.99443299004247,6.98260803533543,10.1183428310228,9.82227309022512,8.26629412024105,8.21177286211044,8.553482046613,6.85158126080061,7.32790313905416,6.84175292737824,6.93982013908246,6.95198271036167
209122_at,NA,123,1.71263849509397,10.784317164818,5.7282878823762,2.27124893767202e-05,0.00609063025934644,2.8878371736826,1.71263849509397,11.7298898421966,10.0172513471026,12.2965417352252,12.5133140804041,11.6651916267589,11.4844939375414,10.6899078310533,9.94486141385953,9.43727257684433,9.94375511933974,10.4232987768014,10.337068848668
209167_at,NA,2824,1.77936316023898,8.54518144591105,5.7107046039127,2.35398325480722e-05,0.00614637417215717,2.85399404512535,1.77936316023898,9.73916024592309,7.95979708568411,9.22786565284868,9.54251432342195,9.67595107010702,9.38781782850114,10.8616523547367,7.7670432267734,8.64526792760415,7.27640345737352,7.87130223187689,8.23896858479259
211421_s_at,NA,5979,-3.5791531101499,7.60579235089329,-5.6803822143297,2.50403039242977e-05,0.00637051014197133,2.79553062441803,-3.5791531101499,5.89296839737997,9.47212150752987,5.68805608902369,6.3944415446771,5.61462475903289,6.02477883088686,5.74294076327934,10.0999886309379,10.8111190285004,8.33172169273454,8.6857479502668,9.43203023520974
219734_at,NA,54847,-1.76815771837159,7.32843618910721,-5.6195944384906,2.8352380176866e-05,0.00692080139546221,2.6779466101937,-1.76815771837159,5.95666845146992,7.72482616984151,5.99036953840255,5.62417428811482,6.17050021699453,5.47014681228746,6.52815140155022,7.64829791790137,8.0180961268963,8.13331500443238,7.32954195954795,7.49487984042954
219497_s_at,NA,53335,1.54659023307587,6.82955419331802,5.61537583215045,2.85983528738108e-05,0.00692080139546221,2.66976766172908,1.54659023307587,7.87922480735194,6.33263457427607,7.04129431643144,8.03161470369158,8.79103158101251,8.05561727563504,7.47656615998912,6.08683323286103,6.92891637783268,6.07340002414223,6.13928201701576,6.43474121952865
202672_s_at,NA,467,1.08727486621426,8.27831167668791,5.58749280944384,3.02803419991656e-05,0.00706328892655388,2.61564791777373,1.08727486621426,9.06304897095257,7.97577410473831,8.65881859842266,8.99329182133101,9.44821673644073,9.33706145388957,8.87785624467887,8.2454842034782,8.09914639563023,7.73935318387865,7.91906274356286,7.87582399714161
204624_at,NA,540,-1.76033228085131,8.40189574313817,-5.58220069958909,3.06109074623883e-05,0.00706328892655388,2.60536429259841,-1.76033228085131,7.7407096224313,9.50104190328262,7.65782983538614,7.67006741254151,8.21755790221367,7.68754149208205,7.47055146993314,8.54239905996473,9.8261226293427,9.60964440117862,10.3761373813621,9.15090604456494
209900_s_at,NA,6566,1.698428181659,6.7052860322328,5.57011804390625,3.13796312932063e-05,0.00707610685661802,2.58187114729388,1.698428181659,7.90600220564168,6.20757402398268,7.68130985137017,7.45200558169817,8.64482140390064,7.11858191937999,8.63329227185944,6.31120937350501,6.31120937350501,5.84359716046542,6.98779966117251,5.58405455126545
201650_at,NA,3880,-2.01440159868226,11.5211351297637,-5.52891402444017,3.41538453582764e-05,0.0075305434143293,2.50160826626649,-2.01440159868226,10.2399826950267,12.254384293709,8.962387439466,11.0095631182993,11.4146234950787,10.2875522981348,9.52578712415478,12.6299544406942,12.0725438249851,12.5327992196457,12.1057287202403,11.9308952629796
213113_s_at,NA,29015,1.12736115431896,9.46059608818418,5.48528686126096,3.7367419074974e-05,0.00790832702810318,2.41637963383157,1.12736115431896,10.1142941590716,8.98693300475268,10.2108791283037,10.2148885667421,10.6062045046532,9.64080544963167,9.89869314602749,9.01799414176954,9.01818360537589,9.04971038556803,8.77805767715559,9.07071921389432
221510_s_at,NA,2744,1.38633683983349,8.7542815588311,5.47006047639904,3.85608671133674e-05,0.00790832702810318,2.38657496132979,1.38633683983349,9.81338600474398,8.42704916491049,9.69436929373522,9.54504662887562,9.23216676882656,10.6158858697944,9.97946146248809,8.32057779338833,8.78437543240994,8.64891357599712,8.35060160683915,8.03077741591793
213134_x_at,NA,10950,1.42181417534039,9.65030589046951,5.46393774629651,3.90517535483467e-05,0.00790832702810318,2.37458157540216,1.42181417534039,10.6020041180332,9.18018994269278,10.4986496877672,11.1359376249439,10.4207800478287,10.7417809570452,10.2128722725808,8.51652049118663,9.09842002342813,9.31736899365125,9.28803799869618,9.68060220650171
214858_at,NA,100130449,-1.46159715560671,5.80280252358909,-5.46389212993672,3.90554348293747e-05,0.00790832702810318,2.37449220238913,-1.46159715560671,5.14920630156288,6.61080345716959,5.19502017663287,5.16922776173784,5.14152723091195,5.20569757282941,5.03455876570234,7.23734911718276,6.17282387295359,6.18266654788297,7.36272423167609,6.09845351615253
220559_at,NA,2019,1.70256851850153,5.5707031082488,5.44392149977227,4.07018532742673e-05,0.0080768757637456,2.3353391439017,1.70256851850153,6.61250734313062,4.90993882462909,6.7189196390629,6.85355859261619,5.29820510546026,7.70182407119581,6.49002930731795,4.66259628057489,5.19992436357656,4.53465012851589,5.11488887727365,5.03763447320447
209386_at,NA,4071,1.74082271059619,11.3093092651988,5.40519914449942,4.41005532700742e-05,0.0085797194028564,2.25927600791914,1.74082271059619,12.3581649047719,10.6173421941757,11.9683606477059,12.8943729477203,12.4347527118666,12.7542099014978,11.739128315069,9.6185241676454,11.5705199357097,11.0091085506125,10.3644236506307,10.5241346662803
209114_at,NA,10103,-1.35504206029801,8.45726429438257,-5.36612167790612,4.78268221023969e-05,0.00912572555576889,2.18232116864004,-1.35504206029801,7.76460929102837,9.11965135132638,7.63746234985665,7.98319513989614,7.7211244801826,7.91902574122915,7.56223874397729,8.46805016424407,8.86690095749076,9.96412887800361,9.03896576304473,9.26021099384874
203909_at,NA,10479,1.28384858883873,8.68365957271569,5.33221661746669,5.13214872317416e-05,0.00960776974176113,2.11539630856629,1.28384858883873,9.46357557202244,8.17972698318371,9.21728091459105,9.68878772559217,9.62341521262578,9.21353440249774,9.57485960480549,8.19936275442408,8.50276496897454,8.34311071284495,7.97037166447453,7.88302481520048
211712_s_at,NA,8416,-2.08779405578265,6.75977037328921,-5.22119507788084,6.47130434244964e-05,0.0117943788019337,1.8952608035221,-2.08779405578265,5.99431798061034,8.08211203639299,5.76592154637889,6.32768622300443,6.06934177494514,5.91994750711591,5.88869285160732,8.83210205254674,7.27172677239973,9.81420191470639,7.09028484386267,7.40224459844941
219795_at,NA,11254,3.74373159956069,6.24657858334627,5.21630761770109,6.5379039922027e-05,0.0117943788019337,1.88553565436671,3.74373159956069,8.82326990794209,5.07953830838139,6.4161375806094,10.1366589597617,6.6696574991207,9.60975359393388,11.2841419062847,4.80269602165162,6.47962634701287,4.47705695158843,4.85184061119229,4.78647161046174
202431_s_at,NA,4609,1.83081272010445,9.02107197102844,5.18992979982408,6.90967532492088e-05,0.0122424640310473,1.83299984023508,1.83081272010445,10.3195543291343,8.48874160902988,9.49835549940603,9.74893252533394,11.325478414901,9.96206930498409,11.0629359010466,8.74411862469825,8.78633968870544,8.77590564954878,7.6277562488224,8.50958783337455
201236_s_at,NA,7832,-1.12526198285532,10.0865956221754,-5.17946971916852,7.06304025327447e-05,0.0122946465601736,1.81214419234574,-1.12526198285533,9.78227342661071,10.907535409466,9.89625417788469,9.67259907412897,9.60446188378139,9.38103323028325,10.3570187669752,10.8858035651409,10.9046046202903,11.3014769656249,10.8388677377278,10.6069241585463
220239_at,NA,55975,1.37602031332478,7.25037978692418,5.158032664561,7.38834714342018e-05,0.0126391690270716,1.76936245068607,1.37602031332478,8.10486488166742,6.72884456834263,8.0854535929245,7.89992777745793,8.90677056998133,7.86037052201143,7.77180194596188,6.91698657303751,6.02822903208491,6.86477874130223,6.43010704670187,7.40412144858666
214053_at,NA,2066,-1.93888628756306,7.75999871299503,-5.14925138491969,7.52599989040193e-05,0.0126564357478929,1.75182236286597,-1.93888628756306,6.68997352097427,8.62885980853733,6.8676190155971,6.67612817222798,6.31353671256444,7.01954847192707,6.57303523255476,7.72362244628133,10.1939257561538,8.48358791176089,8.77140730519329,7.97175562329728
212956_at,NA,23158,-2.05107548029795,10.2600074284045,-5.1240396863389,7.93600024002073e-05,0.0127791479815365,1.70141429806135,-2.05107548029795,9.24839998893067,11.2994754692286,9.8409876291134,9.31962212703324,9.17131870680584,8.34246316164031,9.56760832006055,11.5190635300133,11.0430448777214,12.154573527739,11.6327693855933,10.1479260250761
201596_x_at,NA,3875,-2.04114450684792,11.9006367425368,-5.11416575968409,8.10274639547537e-05,0.0127791479815365,1.68165271050442,-2.04114450684792,10.5415775748748,12.5827220817227,9.12098269361353,10.504805391642,10.7702157093623,10.8941374993723,11.417746580384,13.6000763651129,12.0823608466151,13.1299840309193,12.695259994824,11.4059291711424
205186_at,NA,7802,-1.51740722547344,6.54870648574318,-5.11335854051009,8.11653604224403e-05,0.0127791479815365,1.68003666102237,-1.51740722547344,5.91654010017237,7.43394732564581,6.05360666918095,5.62588934186644,5.81774656278923,6.21813372877144,5.8673241982538,7.84123054292936,6.99866602597303,6.84003039667369,7.406297973921,8.08351168873198
205568_at,NA,366,1.20891507042153,8.46004335553997,5.10242314492238,8.30573072764349e-05,0.0127791479815365,1.65813679775644,1.20891507042153,9.13934247182268,7.93042740140115,9.63053265907978,9.01712587845504,9.47790807959833,8.29198757233764,9.27915816964259,8.02336075147015,7.6412419404753,7.79527324747536,7.9684047004535,8.22385636713143
209644_x_at,NA,1029,1.54411599935055,8.25722312620927,5.10003170785879,8.34770373358491e-05,0.0127791479815365,1.65334577186189,1.54411599935055,9.25889510807089,7.71477910872034,8.11238294030216,9.06427914420915,10.4425994821436,9.34878289048924,9.32643108321027,7.70332111514106,7.45682504841854,7.9063117252866,7.86513506538198,7.64230258937352
203574_at,NA,4783,1.54729732234608,8.3416112136392,5.09866743744786,8.37174580527992e-05,0.0127791479815365,1.65061229290672,1.54729732234608,9.13348361266238,7.5861862903163,8.77052398829397,9.03031756613424,9.85090889296586,8.58866392338176,9.42700369253606,7.91826024397358,8.30189584369812,7.01279204387894,7.62172992256461,7.07625339746625
203798_s_at,NA,7447,1.64318645604155,5.93684934463917,5.04820448786711,9.31270799887615e-05,0.0140001043583105,1.54935828113297,1.64318645604155,7.00065884320715,5.3574723871656,6.88179697418395,7.1486533607777,5.56161877847414,8.1670691867198,7.24415591588015,5.51344857669518,5.32250735954927,5.45134231205178,5.06475101083545,5.4353126766963
217979_at,NA,27075,-1.27594959970506,11.9161181910716,-5.00005073159279,0.000103116324931323,0.0152704503875908,1.45247834794524,-1.27594959970506,11.1498908211471,12.4258404208522,11.3939715064836,11.3932104861189,10.2398008722352,11.6089566417011,11.1135145991968,12.1533049670573,12.0234789421688,12.8564438235778,12.6959533670297,12.4000210044274
218319_at,NA,57162,1.5120531594428,8.35667825407432,4.97910260457767,0.000107797924777294,0.015728985435887,1.4102558209594,1.5120531594428,9.31230010131745,7.80024694187465,8.5130572953161,9.28327139411951,9.40532655725002,10.1113539845137,9.24849127538791,7.43755985629884,8.77878451534665,7.44042347935644,7.58768231601668,7.75678454235466
209170_s_at,NA,2824,1.77273276259527,8.73693941682099,4.96787649347069,0.000110395699077487,0.0158745815398091,1.38760978197746,1.77273276259527,10.0691153797344,8.29638261713909,9.66007264697103,9.79079223091317,10.0073070757446,9.75335472206169,11.1340502229813,7.88754022021031,9.34678975319661,7.50225447332374,8.1336483008565,8.6116803381083
214240_at,NA,51083,1.49272919338146,6.98500134841604,4.92570660477373,0.00012073948203924,0.0171139591541905,1.30242554369985,1.49272919338146,7.92735793908575,6.43462874570429,7.70904311692467,6.88013414262552,9.03071936598959,8.22673169831429,7.79016137157469,6.62986731420395,6.48897768092712,6.28344333430951,6.5235337202569,6.24732167882399
203554_x_at,NA,9232,1.18165567469566,10.7398344656248,4.90185699617749,0.000127022895158784,0.0177473380559678,1.25416869841363,1.18165567469566,11.492482268648,10.3108265939523,11.1207581930404,11.3972820524483,11.4277263468082,11.8469219983879,11.6697227525552,10.6773712940553,9.85764550311074,9.9501003438092,10.7341704335356,10.3348453952508
202704_at,NA,10140,-1.73641521544577,10.2060391214295,-4.89538353534153,0.000128785359809482,0.0177473380559678,1.24106060537983,-1.73641521544577,9.03828991762611,10.7747051330719,8.3691390751647,8.5813409527499,9.75357410475572,9.20643372966959,9.28096172579064,11.382729893765,10.1957542193026,10.7692166894226,10.2751087825646,11.2507160803046
204521_at,NA,29902,1.24832517666433,6.46195625667615,4.87831828550931,0.000133552254355269,0.0181521296946983,1.20648536394011,1.24832517666432,7.3739127964906,6.12558761982628,7.33061870245955,6.42460491653959,8.1848792397348,7.57292447971875,7.35653664400032,5.88349926820655,6.23278784457501,6.35888464859656,6.28519649222987,5.86756984552339
205150_s_at,NA,9865,-1.62795173461726,7.51000655985159,-4.86796727763841,0.000136531069650712,0.0183062334199239,1.18549966803259,-1.62795173461726,6.33742332080622,7.96537505542348,6.23452853987595,6.3363174783407,6.64037251083155,6.22229491692374,6.25360315805915,8.25678251992962,8.08088061974007,7.20299986446226,7.59438068454447,8.69183158844097
202357_s_at,NA,629,-2.36955925865321,9.26622860758012,-4.8531098960955,0.000140925766613824,0.0186435394178981,1.15535954061421,-2.36955925865321,8.54256116726806,10.9121204259213,8.09584373182103,8.94401928556895,9.61729266645951,7.47586254326706,8.57978760922373,11.1533100682535,10.6131097465349,10.9336823761019,10.8249619030709,11.0355380356452
209710_at,NA,2624,-1.50675778948057,8.18682629700908,-4.84593606058039,0.000143099174399324,0.0186819737946064,1.14079887279998,-1.50675778948056,7.49193577244194,8.99869356192251,7.60184461710369,7.95519326735697,7.177126503717,7.46822314195902,7.25729133207305,9.96509001130785,9.21674413259371,8.19866215380342,8.67792192095656,8.935049590951
214404_x_at,NA,25803,-1.10685126880464,9.58185487193989,-4.80255838117351,0.000156990166961714,0.0199574953741361,1.05265175543604,-1.10685126880465,8.63693932103452,9.74379058983916,8.81796112963556,8.41581230490351,8.58561241628574,8.84840647957836,8.51690427476941,9.91496312270272,9.4017032248443,9.90650664593477,9.76757028082625,9.72820967488778
202089_s_at,NA,25800,-2.42611807242583,10.081775176635,-4.80046766512816,0.000157693444341847,0.0199574953741361,1.04839880392873,-2.42611807242583,9.08223500634987,11.5083530787757,8.786685798787,8.88181551726612,9.76921587061622,9.01469042738386,8.95876741769615,12.061409277545,11.0736618649063,12.220463142651,11.6230874275963,10.5631436811799
209173_at,NA,10551,-3.87174684449303,9.288668983913,-4.79689207869454,0.000158903662019427,0.0199574953741361,1.04112438337289,-3.87174684449303,6.79970447049757,10.6714513149906,6.79358548919159,6.97367815871916,6.76244158735439,6.5418361210874,6.92698099613533,7.79946169178914,9.18790469016376,12.7673013233215,12.2605139926885,11.3420748769901
221024_s_at,NA,81031,-2.61403516418022,10.0910718660701,-4.78245059513573,0.000163888837909899,0.0203263131217753,1.0117317054436,-2.61403516418022,8.25348850179786,10.8675236659781,9.14670921613356,8.00134339667673,7.70771005727637,8.58036589903055,7.83131393987207,11.6045964622358,8.75365091963063,12.0185518100672,12.2145963731412,9.74622276481545
205548_s_at,NA,10950,1.2987209111471,9.37133084987338,4.7706241384005,0.000168089961320503,0.0205899826694078,0.987647260597392,1.2987209111471,10.2339739824986,8.93525307135146,10.2161041183305,10.6035561729644,10.0108600720681,10.3693646470208,9.96998490210891,8.15977941466143,8.95183020419566,9.0501960816559,9.10178498874467,9.41267466749966
